Rank,Name,Count
1788,Renald,5
1789,Rino,5
1790,Román,5
1791,Rony,5
1792,Savvas,5
1793,Semír,5
1794,Slavata,5
1795,Slaviboj,5
1796,Slávko,5
1797,Sokrat,5
1798,Stašek,5
1799,Svojmír,5
1800,Šandor,5
1801,Šlechtislav,5
1802,Trane,5
1803,Valer,5
1804,Váňa,5
1805,Venanc,5
1806,Věruš,5
1807,Vlastimir,5
1808,Vlastmil,5
1809,Volkmar,5
1810,Yacine,5
1811,Yasin,5
1812,Zisis,5
1813,Samson,5
1814,Alexi,4
1815,Amand,4
1816,Andělin,4
1817,Argir,4
1818,Argiris,4
1819,Aristides,4
1820,Árpad,4
1821,Assem,4
1822,Augustyn,4
1823,Beneš,4
1824,Bertín,4
1825,Bohdar,4
1826,Bolek,4
1827,Borivoj,4
1828,Brit,4
1829,Camilo,4
1830,Čestislav,4
1831,Dany,4
1832,Dionys,4
1833,Dorián,4
1834,Drahouš,4
1835,Emeric,4
1836,Fawzi,4
1837,Fidel,4
1838,Fraňo,4
1839,Gebhard,4
1840,Géjza,4
1841,Halim,4
1842,Hardy,4
1843,Helmar,4
1844,Hilmar,4
1845,Hostislav,4
1846,Hostivít,4
1847,Humberto,4
1848,Christoffer,4
1849,Ignát,4
1850,Ilian,4
1851,Ingomar,4
1852,Inocent,4
1853,Ioannes,4
1854,Ištván,4
1855,Jane,4
1856,Jaro,4
1857,Jarolim,4
1858,Jasan,4
1859,Jasmín,4
1860,Jetřich,4
1861,Karoľ,4
1862,Kiriakos,4
1863,Kolomán,4
1864,Kornelius,4
1865,Krum,4
1866,Květomil,4
1867,Květomír,4
1868,Květoň,4
1869,Kvirin,4
1870,Kvirín,4
1871,Laurenc,4
1872,Leandr,4
1873,Léon,4
1874,Leslav,4
1875,Libert,4
1876,Livio,4
1877,Ljuboš,4
1878,Luďa,4
1879,Ľudvik,4
1880,Manol,4
1881,Matti,4
1882,Milentin,4
1883,Milorád,4
1884,Milton,4
1885,Mírumil,4
1886,Mnislav,4
1887,Moric,4
1888,Nasko,4
1889,Nazih,4
1890,Nenčo,4
1891,Olav,4
1892,Orlin,4
1893,Parviz,4
1894,Patric,4
1895,Pomněn,4
1896,Radimil,4
1897,Raduš,4
1898,Randolf,4
1899,Reinfried,4
1900,Reinhart,4
1901,Renislav,4
1902,Rochus,4
1903,Romolo,4
1904,Rosen,4
1905,Rubén,4
1906,Sabin,4
1907,Salmon,4
1908,Savas,4
1909,Sigfrid,4
1910,Slavoš,4
1911,Staša,4
1912,Svatoň,4
1913,Svätopluk,4
1914,Šádí,4
1915,Teddy,4
1916,Teobald,4
1917,Timotei,4
1918,Tomi,4
1919,Villibald,4
1920,Viloš,4
1921,Virgil,4
1922,Vláďa,4
1923,Vladěk,4
1924,Vladiboj,4
1925,Vladim,4
1926,Všebor,4
1927,Wael,4
1928,Walther,4
1929,Willfried,4
1930,Zbihněv,4
1931,Zdík,4
1932,Žitomír,4
1933,Ábel,3
1934,Agaton,3
1935,Agustin,3
1936,Aladin,3
1937,Aleša,3
1938,Alexa,3
1939,Andřej,3
1940,Arnulf,3
1941,Beda,3
1942,Benito,3
1943,Benitto,3
1944,Bernát,3
1945,Bertík,3
1946,Blahoš,3
1947,Boguslav,3
1948,Bonaventura,3
1949,Boreš,3
1950,Božimír,3
1951,Brůno,3
1952,Casey,3
1953,Česta,3
1954,Danouš,3
1955,Demis,3
1956,Dietfried,3
1957,Diethard,3
1958,Dine,3
1959,Ehrenfried,3
1960,Elmer,3
1961,Emerik,3
1962,Erazim,3
1963,Fady,3
1964,Ferko,3
1965,Fernand,3
1966,Frydolín,3
1967,Georgius,3
1968,Geza,3
1969,Gunar,3
1970,Hervig,3
1971,Hilarius,3
1972,Humbert,3
1973,Chotimír,3
1974,Christakis,3
1975,Christiaan,3
1976,Ikar,3
1977,Iljas,3
1978,Ireneus,3
1979,Jarolín,3
1980,Jiříček,3
1981,Juda,3
1982,Julek,3
1983,Júsef,3
1984,Kája,3
1985,Kosťa,3
1986,Kristoslav,3
1987,Křešimír,3
1988,Kuneš,3
1989,Kvído,3
1990,Laďa,3
1991,Lanny,3
1992,Lázaro,3
1993,Leandro,3
1994,Lenek,3
1995,Lešan,3
1996,Ljudmil,3
1997,Lubo,3
1998,Martín,3
1999,Melicher,3
2000,Miromil,3
2001,Nátan,3
2002,Nikoláos,3
2003,Odo,3
2004,Odysseas,3
2005,Olbram,3
2006,Olgerd,3
2007,Olivér,3
2008,Ondráš,3
2009,Ortwin,3
2010,Pando,3
2011,Parvíz,3
2012,Penčo,3
2013,Pišta,3
2014,Polykarp,3
2015,Pravomír,3
2016,Přemyslav,3
2017,Radam,3
2018,Radegast,3
2019,Radivoj,3
2020,Radola,3
2021,Raduan,3
2022,Raduz,3
2023,Ragnar,3
2024,Regin,3
2025,Renatus,3
2026,Renek,3
2027,Renny,3
2028,Rio,3
2029,Rolland,3
2030,Rozstislav,3
2031,Ruda,3
2032,Rűdiger,3
2033,Salman,3
2034,Sávo,3
2035,Sety,3
2036,Slavo,3
2037,Steva,3
2038,Střezimír,3
2039,Svätoslav,3
2040,Světomír,3
2041,Tadeaš,3
2042,Tarsicius,3
2043,Tomy,3
2044,Tugomír,3
2045,Vavřin,3
2046,Věrek,3
2047,Viktorín,3
2048,Vilhem,3
2049,Vili,3
2050,Vilím,3
2051,Vilouš,3
2052,Víťa,3
2053,Vítězmír,3
2054,Vlastimíl,3
2055,Vojan,3
2056,Vok,3
2057,Walbert,3
2058,Wieslav,3
2059,Wilfrid,3
2060,Yousif,3
2061,Alojs,2
2062,Anděl,2
2063,Arsenius,2
2064,Belomír,2
2065,Canko,2
2066,Czeslav,2
2067,Čechoslav,2
2068,Daněk,2
2069,Danislav,2
2070,Děpold,2
2071,Drahuš,2
2072,Englbert,2
2073,Erazmus,2
2074,Eugeniuš,2
2075,Fortunát,2
2076,Gianmarco,2
2077,Hainz,2
2078,Hieroným,2
2079,Hyacint,2
2080,Jánošík,2
2081,Lambro,2
2082,Laurentin,2
2083,Lidumil,2
2084,Májoslav,2
2085,Partik,2
2086,Petrik,2
2087,Radoň,2
2088,Rainold,2
2089,Slaviš,2
2090,Spytimír,2
2091,Stefo,2
2092,Stergios,2
2093,Theodosij,2
2094,Theodosis,2
2095,Theocharis,2
2096,Velislav,2
2097,Venouš,2
2098,Věromír,2
2099,Vilfried,2
2100,Vilihard,2
2101,Vítěz,2
2102,Dorofej,1
2103,Erhardt,1
2104,Lorenz,1
2105,Odolen,1
2106,Silva,1
2107,Ullrich,1
2108,Vilfrid,1
2109,Samael,1
2110,Oren,1
2111,Dominigue,0
2112,Rodolf,0
2113,Tedeáš,0
2114,Peonius,0
