Rank,Name,Count
2226,Milice,5
2227,Miluna,5
2228,Myrna,5
2229,Nadka,5
2230,Olimpiada,5
2231,Palmira,5
2232,Pena,5
2233,Petronilla,5
2234,Pirožka,5
2235,Pravdomila,5
2236,Raymonda,5
2237,Reingarda,5
2238,Ritta,5
2239,Rona,5
2240,Rozalija,5
2241,Růža,5
2242,Sanija,5
2243,Sarolta,5
2244,Sausan,5
2245,Severina,5
2246,Scholastika,5
2247,Slavena,5
2248,Slávia,5
2249,Solange,5
2250,Soraya,5
2251,Sotira,5
2252,Stefka,5
2253,Stojana,5
2254,Štefica,5
2255,Tena,5
2256,Terezička,5
2257,Terézie,5
2258,Tosca,5
2259,Ulla,5
2260,Valburka,5
2261,Vangelia,5
2262,Vilhemina,5
2263,Vilia,5
2264,Wilhelmine,5
2265,Xavera,5
2266,Zdravka,5
2267,Zlatuša,5
2268,Zorana,5
2269,Žófia,5
2270,Adalbertina,4
2271,Adleta,4
2272,Agneta,4
2273,Alfija,4
2274,Almíra,4
2275,Alvína,4
2276,Anatolie,4
2277,Anina,4
2278,Anizia,4
2279,Annelore,4
2280,Annemaria,4
2281,Antoinetta,4
2282,Apollonie,4
2283,Areta,4
2284,Asma,4
2285,Bělena,4
2286,Berenike,4
2287,Birgita,4
2288,Božislava,4
2289,Catharine,4
2290,Cena,4
2291,Cornelie,4
2292,Cornélie,4
2293,Dafina,4
2294,Daliborka,4
2295,Damiana,4
2296,Daněla,4
2297,Danika,4
2298,Danila,4
2299,Darin,4
2300,Dea,4
2301,Denis,4
2302,Dietlinda,4
2303,Dinah,4
2304,Doca,4
2305,Doňa,4
2306,Donáta,4
2307,Drahomíla,4
2308,Drahomiř,4
2309,Dusja,4
2310,Edeltrauta,4
2311,Egona,4
2312,Elga,4
2313,Eligia,4
2314,Elmíra,4
2315,Emerencie,4
2316,Ermelinda,4
2317,Ernesta,4
2318,Ernestyna,4
2319,Estela,4
2320,Evdokie,4
2321,Evdoxie,4
2322,Gana,4
2323,Geňa,4
2324,Gilda,4
2325,Gisella,4
2326,Graziella,4
2327,Gražena,4
2328,Grete,4
2329,Haidi,4
2330,Hedva,4
2331,Heidrum,4
2332,Heliodora,4
2333,Hermenegilda,4
2334,Chrisi,4
2335,Ibolja,4
2336,Iljuše,4
2337,Ilma,4
2338,Imriška,4
2339,Inuše,4
2340,Irmina,4
2341,Ivette,4
2342,Jadrana,4
2343,Janinka,4
2344,Jenofka,4
2345,Jevdokie,4
2346,Jirenka,4
2347,Jolána,4
2348,Jovita,4
2349,Julietta,4
2350,Karlička,4
2351,Katalina,4
2352,Kathy,4
2353,Kica,4
2354,Krestina,4
2355,Kvetosláva,4
2356,Kyriaki,4
2357,Laetitia,4
2358,Lajana,4
2359,Laurencia,4
2360,Leana,4
2361,Leňa,4
2362,Leóna,4
2363,Lía,4
2364,Lídie,4
2365,Ligia,4
2366,Lika,4
2367,Lilja,4
2368,Ljubomíra,4
2369,Lúcia,4
2370,Ludgarda,4
2371,Lya,4
2372,Madlena,4
2373,Manja,4
2374,Marfa,4
2375,Marga,4
2376,Mariem,4
2377,Mariette,4
2378,Maxmiliana,4
2379,Melanka,4
2380,Melina,4
2381,Mileta,4
2382,Milomíra,4
2383,Nadějka,4
2384,Naděslava,4
2385,Nariman,4
2386,Nely,4
2387,Nenela,4
2388,Něža,4
2389,Nislava,4
2390,Noémie,4
2391,Palmíra,4
2392,Paraskevi,4
2393,Paraskevula,4
2394,Parisa,4
2395,Pomněnka,4
2396,Přemyslava,4
2397,Rajka,4
2398,Rastislava,4
2399,Relindis,4
2400,Rijana,4
2401,Rosalinde,4
2402,Rosanna,4
2403,Rosemary,4
2404,Rula,4
2405,Ruža,4
2406,Siegrun,4
2407,Silvina,4
2408,Simela,4
2409,Slavata,4
2410,Snežanka,4
2411,Solweig,4
2412,Sulika,4
2413,Svetluša,4
2414,Širin,4
2415,Štepánka,4
2416,Támar,4
2417,Tasula,4
2418,Tatjána,4
2419,Thekla,4
2420,Thomai,4
2421,Tusnelda,4
2422,Valika,4
2423,Valtraude,4
2424,Vangeli,4
2425,Venuša,4
2426,Věnuška,4
2427,Vian,4
2428,Vierka,4
2429,Víra,4
2430,Vojslava,4
2431,Waldtraude,4
2432,Waltraute,4
2433,Xeňa,4
2434,Yolanda,4
2435,Yvone,4
2436,Zbislava,4
2437,Zena,4
2438,Zinovija,4
2439,Zlatislava,4
2440,Zoi,4
2441,Zorika,4
2442,Žaklina,4
2443,Adelhaid,3
2444,Adelheide,3
2445,Adolfka,3
2446,Aegida,3
2447,Ajten,3
2448,Alda,3
2449,Aluše,3
2450,Alva,3
2451,Analisa,3
2452,Andrejka,3
2453,Andromachi,3
2454,Anelis,3
2455,Anelise,3
2456,Anéžka,3
2457,Annelisa,3
2458,Arjana,3
2459,Athanasia,3
2460,Aťka,3
2461,Bětuše,3
2462,Blahomila,3
2463,Bohumilka,3
2464,Bohuňka,3
2465,Boriška,3
2466,Candida,3
2467,Cilka,3
2468,Claude,3
2469,Czeslava,3
2470,Dalimíra,3
2471,Danara,3
2472,Daňka,3
2473,Dobřena,3
2474,Dobřenka,3
2475,Dolorosa,3
2476,Dorkas,3
2477,Dumitra,3
2478,Ediltrud,3
2479,Edmunda,3
2480,Efrosinie,3
2481,Ehrentraut,3
2482,Elekta,3
2483,Eleny,3
2484,Elevteria,3
2485,Elida,3
2486,Elpiniki,3
2487,Eltruda,3
2488,Eluška,3
2489,Emile,3
2490,Emiliána,3
2491,Engburga,3
2492,Engelberta,3
2493,Enid,3
2494,Ernestýna,3
2495,Eryka,3
2496,Euniké,3
2497,Evangelina,3
2498,Evuška,3
2499,Fana,3
2500,Fána,3
2501,Felizitas,3
2502,Feodora,3
2503,Fides,3
2504,Florika,3
2505,Fotia,3
2506,Fridolina,3
2507,Gena,3
2508,Gerharda,3
2509,Gerhilda,3
2510,Germana,3
2511,Gerti,3
2512,Gertraut,3
2513,Gislinde,3
2514,Hafia,3
2515,Hálka,3
2516,Hanalora,3
2517,Hannalora,3
2518,Hannelies,3
2519,Hedvička,3
2520,Heidruna,3
2521,Helka,3
2522,Heřmana,3
2523,Heřmína,3
2524,Hikmat,3
2525,Hortensie,3
2526,Hortenzia,3
2527,Huguette,3
2528,Ibojka,3
2529,Ilia,3
2530,Ilie,3
2531,Illonka,3
2532,Irmengard,3
2533,Irmtraut,3
2534,Iruška,3
2535,Jacguelina,3
2536,Janete,3
2537,Jasmín,3
2538,Jasňa,3
2539,Jeana,3
2540,Jirena,3
2541,Jiruška,3
2542,Jitra,3
2543,Jitruše,3
2544,Jizerka,3
2545,Julina,3
2546,Kalinka,3
2547,Kassandra,3
2548,Kety,3
2549,Konstandina,3
2550,Krimhilda,3
2551,Krystína,3
2552,Ksenie,3
2553,Květuš,3
2554,Laduška,3
2555,Lady,3
2556,Lamberta,3
2557,Lamia,3
2558,Lianka,3
2559,Lidya,3
2560,Liesbeth,3
2561,Lieselota,3
2562,Lijana,3
2563,Lotty,3
2564,Luběnka,3
2565,Ludvička,3
2566,Margith,3
2567,Margott,3
2568,Marianti,3
2569,Marieanna,3
2570,Marilla,3
2571,Mariška,3
2572,Marusja,3
2573,Maryčka,3
2574,Maxmiliána,3
2575,Methoda,3
2576,Milča,3
2577,Milda,3
2578,Mildred,3
2579,Miléna,3
2580,Míra,3
2581,Moneta,3
2582,Mouna,3
2583,Nedjalka,3
2584,Něha,3
2585,Neiry,3
2586,Nike,3
2587,Odetta,3
2588,Odolena,3
2589,Olimpia,3
2590,Otka,3
2591,Otmara,3
2592,Paraskeva,3
2593,Petrina,3
2594,Piroša,3
2595,Polana,3
2596,Polaňa,3
2597,Poměnka,3
2598,Pomněna,3
2599,Priscila,3
2600,Rabea,3
2601,Raděna,3
2602,Radosta,3
2603,Raduna,3
2604,Raymonde,3
2605,Reinhilda,3
2606,Reňa,3
2607,Renia,3
2608,Riva,3
2609,Rositta,3
2610,Rottraut,3
2611,Rozarie,3
2612,Rudolfka,3
2613,Salomena,3
2614,Santa,3
2615,Seréna,3
2616,Shelley,3
2617,Sieghilda,3
2618,Siegried,3
2619,Slavia,3
2620,Slávie,3
2621,Sloboda,3
2622,Sněženka,3
2623,Sonička,3
2624,Stázinka,3
2625,Sybilla,3
2626,Šírín,3
2627,Terezka,3
2628,Theodosie,3
2629,Tibora,3
2630,Traudl,3
2631,Trauta,3
2632,Valina,3
2633,Valpurga,3
2634,Valtraut,3
2635,Vangelica,3
2636,Vasilia,3
2637,Velika,3
2638,Venetia,3
2639,Veronka,3
2640,Veruna,3
2641,Verunka,3
2642,Veska,3
2643,Vinceslava,3
2644,Violka,3
2645,Vláďa,3
2646,Walli,3
2647,Wally,3
2648,Wieslava,3
2649,Xaya,3
2650,Xena,3
2651,Ywonne,3
2652,Zlatěna,3
2653,Zmaro,3
2654,Zoa,3
2655,Želimíra,3
2656,Želka,3
2657,Želmira,3
2658,Lambrini,3
2659,Adolfie,2
2660,Aduše,2
2661,Alénka,2
2662,Alexandrie,2
2663,Aloizia,2
2664,Aminata,2
2665,Annaliza,2
2666,Annastasie,2
2667,Antigoni,2
2668,Apollonia,2
2669,Arlen,2
2670,Augustyna,2
2671,Barica,2
2672,Basilie,2
2673,Benigna,2
2674,Bertina,2
2675,Bláža,2
2676,Boriska,2
2677,Božidara,2
2678,Daroslava,2
2679,Dobrunka,2
2680,Editta,2
2681,Edltruda,2
2682,Eliane,2
2683,Elma,2
2684,Elžběta,2
2685,Eugena,2
2686,Eulália,2
2687,Fabia,2
2688,Felixa,2
2689,Ferdinanda,2
2690,Gaby,2
2691,Genovéfa,2
2692,Germania,2
2693,Gineta,2
2694,Glafira,2
2695,Griselda,2
2696,Griseldis,2
2697,Gutta,2
2698,Hafie,2
2699,Hanalore,2
2700,Helgard,2
2701,Henny,2
2702,Heřmina,2
2703,Iboľa,2
2704,Ingebork,2
2705,Jánka,2
2706,Jean,2
2707,Jenofa,2
2708,Jenofefa,2
2709,Jeronýma,2
2710,Jožina,2
2711,Júlianna,2
2712,Justa,2
2713,Kriemhilda,2
2714,Liba,2
2715,Liběslava,2
2716,Ljubomira,2
2717,Lucette,2
2718,Ludmilla,2
2719,Ludovíta,2
2720,Luitgard,2
2721,Margaretta,2
2722,Markétka,2
2723,Marla,2
2724,Miládka,2
2725,Miromila,2
2726,Miroslavka,2
2727,Nica,2
2728,Oršula,2
2729,Pelageja,2
2730,Polyxeni,2
2731,Radanka,2
2732,Rajmunda,2
2733,Rosália,2
2734,Sázava,2
2735,Siglinda,2
2736,Sigrun,2
2737,Silveria,2
2738,Simonka,2
2739,Sněža,2
2740,Sotiria,2
2741,Štefa,2
2742,Tomislava,2
2743,Triandafilia,2
2744,Valdtraut,2
2745,Venda,2
2746,Viktora,2
2747,Vilhelmina,2
2748,Vilhelmína,2
2749,Vilja,2
2750,Vitoslava,2
2751,Walerie,2
2752,Waleska,2
2753,Zinka,2
2754,Zlatena,2
2755,Žanetta,2
2756,Živěna,2
2757,Editka,1
2758,Elenora,1
2759,Eudokie,1
2760,Eužena,1
2761,Florentína,1
2762,Fridolína,1
2763,Gertha,1
2764,Herlinde,1
2765,Ingeburga,1
2766,Irka,1
2767,Ivetka,1
2768,Jenoféfa,1
2769,Jevdokije,1
2770,Käthe,0
2771,Lydja,0
2772,Margitha,0
2773,Míša,0
2774,Sybila,0
2775,Tudora,0
2776,Vally,0
