Kraj,Hlasy,Procenta,KandidatkaNazev,KandidatkaCislo,URL
12,13488,7.21,Strana Práv Občanů ZEMANOVCI,8,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,2346,1.25,Moravané,20,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,340,0.18,Nár.socialisté-levice 21.stol.,22,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,3159,1.69,NEZÁVISLÍ,26,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,4049,2.16,ZVUK 2012,34,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,4855,2.59,Lékaři a odbor. za ozdr. kraje,41,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,30074,16.08,Komunistická str.Čech a Moravy,43,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,2048,1.09,HNUTÍ ODBORNÍKŮ ZA ZLÍN.KRAJ,46,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,2949,1.57,Strana zelených,51,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,1150,0.61,DSSS-STOP NEPŘIZPŮSOBIVÝM!,53,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,1225,0.65,ZDRAVÝ KRAJ,56,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,2293,1.22,za Morální Očistu Regionu,58,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,40620,21.73,Česká str.sociálně demokrat.,60,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,96,0.05,"REPUBL.STR.ČECH,MORAVY A SLEZ.",65,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,17757,9.49,Občanská demokratická strana,70,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,18863,10.09,STAN a TOP 09 pro Zl. kraj,76,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,2170,1.16,Strana svobodných občanů,77,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,34231,18.31,Křesť.demokr.unie-Čs.str.lid.,84,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
12,2647,1.41,Česká pirátská strana,93,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=12
13,2452,0.76,Volte Pr.Blok www.cibulka.net,7,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,14596,4.56,Strana Práv Občanů ZEMANOVCI,8,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,1878,0.58,Moravané,20,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,833,0.26,Nár.socialisté-levice 21.stol.,22,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,3707,1.15,SUVERENITA - Blok JB pro MSK,25,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,18311,5.72,NEZÁVISLÍ,26,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,910,0.28,Koalice KONS a SsČR,27,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,72912,22.78,Komunistická str.Čech a Moravy,43,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,8940,2.79,Strana zelených,51,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,6908,2.15,DSSS-STOP NEPŘIZPŮSOBIVÝM!,53,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,5061,1.58,SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ,54,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,87688,27.40,Česká str.sociálně demokrat.,60,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,700,0.21,"REPUBL.STR.ČECH,MORAVY A SLEZ.",65,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,31744,9.92,Občanská demokratická strana,70,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,2041,0.63,Strana svobodných občanů,77,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,2779,0.86,Hn.na podporu dobrovol.hasičů,78,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,3604,1.12,Protest-nevolím parlam.strany,81,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,6578,2.05,Komunistická str.Českosloven.,83,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,27536,8.60,Křesť.demokr.unie-Čs.str.lid.,84,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,13826,4.32,TOP 09 a Starostové pro MSK,86,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
13,6975,2.17,Česká pirátská strana,93,http://volby.cz/pls/kz2012/kz311?xjazyk=CZ&xdatum=20121012&xkraj=13
