Kraj,Kandidatka,PoradiKand,KandJmeno,KandJmenoPrijmeni,KandKrestniJmeno,KandTitul,Povolani,Bydliste,KandVek,Hlasy,Procenta,Mandat,PoradiVysl,Prislusnost,NavrhujiciStrana,URL
5,1,28,Balín Vlastimil  RSDr.,Balín Vlastimil,Vlastimil,RSDr.,důchodce,Most,61,53,0.00,NA,NA,OMMO,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,32,Bartoš Vojtěch,Bartoš Vojtěch,Vojtěch,,opravář zemědělských strojů,Louny,27,22,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,9,Berky Bohumír,Berky Bohumír,Bohumír,,živnostník,Duchcov,57,15,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,24,Bíba Josef,Bíba Josef,Josef,,podnikatel,Lužice,62,12,0.00,NA,NA,OMMO,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,6,Bílková Martina,Bílková Martina,Martina,,švadlena,Teplice,41,25,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,16,Bozetická Alena,Bozetická Alena,Alena,,administrativní pracovnice,Lom,59,30,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,27,Bozetický Josef,Bozetický Josef,Josef,,důchodce,Lom,71,18,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,26,Brabec Petr,Brabec Petr,Petr,,servisní technik,Most,56,9,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,8,Caklová Drahomíra  Bc.,Caklová Drahomíra,Drahomíra,Bc.,učitelka MŠ,Varnsdorf,49,72,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,1,Dancso Marian,Dancso Marian,Marian,,správce PC učebny,Lom,31,108,0.00,NA,NA,OMMO,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,21,Dolanský Jiří  Bc.,Dolanský Jiří,Jiří,Bc.,student,Most,23,19,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,34,Dušek Josef,Dušek Josef,Josef,,zedník,Osek,45,10,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,30,Franc František,Franc František,František,,důchodce,Ústí nad Labem,66,6,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,23,Franěk Aleš,Franěk Aleš,Aleš,,závozník,Lom,32,7,0.00,NA,NA,OMMO,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,41,Grill Rudolf,Grill Rudolf,Rudolf,,řidič,Lom,65,8,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,10,Hanzlíková Jaroslava,Hanzlíková Jaroslava,Jaroslava,,personalista,Lom,55,30,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,25,Harbichová Lenka,Harbichová Lenka,Lenka,,obsluha stroje,Most,36,12,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,29,Jachauová Lenka,Jachauová Lenka,Lenka,,ostraha majetku a osob,Litvínov,41,6,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,36,Kalach Pavel,Kalach Pavel,Pavel,,řidič,Lom,22,21,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,40,Kolínská Ivana,Kolínská Ivana,Ivana,,nezaměstnaná,Lom,45,18,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,31,Kraft Vítězslav,Kraft Vítězslav,Vítězslav,,obráběč kovů,Litvínov,49,12,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,37,Kraftová Kristina,Kraftová Kristina,Kristina,,prodavačka,Litvínov,48,7,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,17,Kubrová Žaneta,Kubrová Žaneta,Žaneta,,asistent pedagoga,Varnsdorf,34,51,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,35,Lutz Karel,Lutz Karel,Karel,,truhlář,Most,23,11,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,19,Mudroch Karel,Mudroch Karel,Karel,,živnostník,Most,52,24,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,15,Nováková Jana  Bc.,Nováková Jana,Jana,Bc.,pracovnice na přepážce ČP,Varnsdorf,40,48,0.00,NA,NA,OMMO,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,13,Pizur Josef  Ing.,Pizur Josef,Josef,Ing.,živnostník,Varnsdorf,54,100,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,18,Plecitý Petr,Plecitý Petr,Petr,,skladník,Litvínov,32,13,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,14,Plzák Ivo,Plzák Ivo,Ivo,,technolog energií,Litvínov,45,38,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,7,Polanský Petr,Polanský Petr,Petr,,státní zaměstnanec,Most,38,23,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,12,Rubeš Stanislav,Rubeš Stanislav,Stanislav,,valcíř kovů,Chomutov,46,24,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,38,Solnař Josef,Solnař Josef,Josef,,důchodce,Lom,64,9,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,33,Solnařová Helena,Solnařová Helena,Helena,,studentka,Lom,18,24,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,42,Solnařová Helena,Solnařová Helena,Helena,,důchodkyně,Lom,62,13,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,11,Svoboda Miloslav,Svoboda Miloslav,Miloslav,,elektroúdržbář,Most,41,21,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,3,Svobodová Hana  Mgr. Ph.D.,Svobodová Hana,Hana,Mgr. Ph.D.,konzultantka,Most,44,56,0.00,NA,NA,OMMO,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,22,Tichá Jitka,Tichá Jitka,Jitka,,pedagog,Lom,53,14,0.00,NA,NA,OMMO,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,20,Tušerová Blanka,Tušerová Blanka,Blanka,,fotografka,Teplice,49,25,0.00,NA,NA,BEZPP,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,2,Vaňáč Pavel,Vaňáč Pavel,Pavel,,technik,Varnsdorf,43,93,0.00,NA,NA,OMMO,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,5,Vaněk Leoš,Vaněk Leoš,Leoš,,živnostník,Most,47,34,0.00,NA,NA,OMMO,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,39,Vaňo Karel,Vaňo Karel,Karel,,masér,Lom,37,17,0.00,NA,NA,OMMO,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
5,1,4,Zahradník Josef,Zahradník Josef,Josef,,operátor výroby,Výškov,27,36,0.00,NA,NA,KSČM,OMMO,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=5&xstrana=1&xv=1&xt=1
11,2,6,Adam Milan  Ing.,Adam Milan,Milan,Ing.,báňský inženýr,Prostějov,59,57,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,43,Bartoněk František,Bartoněk František,František,,soukromý podnikatel,Šumvald,53,9,0.00,NA,NA,SOS,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,25,Baštan Zdeněk,Baštan Zdeněk,Zdeněk,,student VUT,Hranice,28,42,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,60,Bereza Rudolf,Bereza Rudolf,Rudolf,,důchodce,Hlubočky,70,18,0.00,NA,NA,SOS,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,47,Bořuta Rostislav  Ing.,Bořuta Rostislav,Rostislav,Ing.,vedoucí oddělení IT,Olomouc,30,20,0.00,NA,NA,SDŽ,SDŽ,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,38,Cenkl Zbyněk,Cenkl Zbyněk,Zbyněk,,zastupitel a úředník obce,Bohuňovice,38,80,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,2,Čehovská Eva  MUDr.,Čehovská Eva,Eva,MUDr.,vedoucí pracovník KHS,Vrbátky,42,172,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,20,Dušek Antonín  Mgr.,Dušek Antonín,Antonín,Mgr.,emeritní ředitel školy,Prostějov,71,36,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,59,Ferenc Bohumil,Ferenc Bohumil,Bohumil,,živnostník,Olomouc,45,45,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,46,Foukalová Vladimíra  Mgr.,Foukalová Vladimíra,Vladimíra,Mgr.,zdravotní sestra,Olomouc,41,21,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,10,Handlová Eleonora  Ing.,Handlová Eleonora,Eleonora,Ing.,středoškolská učitelka,Olomouc,45,33,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,41,Hanzlová Irena,Hanzlová Irena,Irena,,zdravotní sestra,Přerov,57,42,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,57,Chytil Aleš,Chytil Aleš,Aleš,,soukromý podnikatel,Přerov,27,6,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,29,Chytilová Michaela  Mgr.,Chytilová Michaela,Michaela,Mgr.,"patent. zástup., soud. znalec",Pěnčín,38,33,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,19,Ječmínek Miroslav,Ječmínek Miroslav,Miroslav,,učitel odborných předmětů,Olomouc,57,30,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,21,Jochmannová Zuzana,Jochmannová Zuzana,Zuzana,,starostka obce,Kobylá nad Vidnavkou,35,60,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,15,Jura Jiří,Jura Jiří,Jiří,,zastupitel města a zahradník,Javorník,44,59,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,32,Juřena Rudolf  Ing.,Juřena Rudolf,Rudolf,Ing.,bezpečnostní technik,Věrovany,63,30,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,18,Kamínek Vladimír,Kamínek Vladimír,Vladimír,,starosta obce,Střeň,55,42,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,14,Kapplová Olga  JUDr. Ph.D.,Kapplová Olga,Olga,JUDr. Ph.D.,právník,Olomouc,62,36,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,27,Kazár Jan  Bc.,Kazár Jan,Jan,Bc.,manažer,Jeseník,54,33,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,13,Kobza Bronislav,Kobza Bronislav,Bronislav,,živnostník,Bludov,49,35,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,16,Koch Jiří  Ing.,Koch Jiří,Jiří,Ing.,vysokoškolský učitel,Olšany u Prostějova,42,48,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,5,Kopa Václav  PhDr.,Kopa Václav,Václav,PhDr.,sociální pracovník,Šumperk,56,115,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,35,Kopecká Iveta,Kopecká Iveta,Iveta,,zastupitelka obce Jindřichov,Jindřichov,40,41,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,53,Krajčovič Jozef,Krajčovič Jozef,Jozef,,zastupitel obce Hlubočky,Hlubočky,67,34,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,51,Krejčíková Blanka,Krejčíková Blanka,Blanka,,zdravotní sestra,Dolany,42,50,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,50,Malík Michal  Ing.,Malík Michal,Michal,Ing.,potravinářský inženýr,Olomouc,26,20,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,4,Matějková Soňa  Mgr.,Matějková Soňa,Soňa,Mgr.,speciální pedagog,Olomouc,31,225,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,24,Mazák Libor  Ing.,Mazák Libor,Libor,Ing.,strojní inženýr,Olomouc,70,16,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,34,Mikota Luděk  Mgr.,Mikota Luděk,Luděk,Mgr.,vedoucí prac. kolektivu,Příkazy,46,19,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,36,Mraček Antonín,Mraček Antonín,Antonín,,soukromý podnikatel,Olomouc,61,46,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,23,Mucha Michal  Mgr.,Mucha Michal,Michal,Mgr.,ředitel agentury,Prostějov,44,98,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,33,Navrátil Ladislav  Ing.,Navrátil Ladislav,Ladislav,Ing.,soukromý podnikatel,Brodek u Přerova,51,22,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,17,Novotná Mária  Ing.,Novotná Mária,Mária,Ing.,středoškolská učitelka,Mohelnice,46,43,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,37,Ovečková Alena,Ovečková Alena,Alena,,majitelka módního studia,Olomouc,57,35,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,55,Pavlíková Jana   DiS.,Pavlíková Jana,Jana, DiS.,účetní,Olomouc,27,6,0.00,NA,NA,BEZPP,SDŽ,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,11,Pechová Ilona  Mgr.,Pechová Ilona,Ilona,Mgr.,učitelka na gymnáziu,Loučany,45,40,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,42,Pilatíková Alice  Mgr.,Pilatíková Alice,Alice,Mgr.,politoložka,Olomouc,25,24,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,22,Pospíšil Martin,Pospíšil Martin,Martin,,student diskrétní matematiky,Velký Týnec,21,35,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,8,Procházková Libuše  Mgr.,Procházková Libuše,Libuše,Mgr.,učitelka na gymnáziu,Lipník nad Bečvou,44,78,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,12,Prstková Anna  Mgr.,Prstková Anna,Anna,Mgr.,školní inspektorka,Hlubočky,60,80,0.00,NA,NA,SOS,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,45,Přasličková Dana,Přasličková Dana,Dana,,ředitelka mateřské školy,Olomouc,57,34,0.00,NA,NA,SOS,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,48,Rulíšek Patrik,Rulíšek Patrik,Patrik,,student medicíny,Velká Bystřice,21,37,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,1,Rytíř Jan  JUDr. Ph.D.,Rytíř Jan,Jan,JUDr. Ph.D.,právník neziskové org.,Olomouc,44,651,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,3,Řihošek Vít,Řihošek Vít,Vít,,investigativní novinář,Přerov,46,164,0.00,NA,NA,SOS,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,40,Sedláčková Marta  Mgr.,Sedláčková Marta,Marta,Mgr.,vychovatel v ústavu soc. péče,Příkazy,42,47,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,26,Skokanová Ivana,Skokanová Ivana,Ivana,,redaktorka,Olomouc,46,51,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,58,Snášel Pavel,Snášel Pavel,Pavel,,technik kvality,Prostějov,36,5,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,56,Sova Petr,Sova Petr,Petr,,hudebník a řemeslník,Samotišky,40,8,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,9,Spilka Miroslav,Spilka Miroslav,Miroslav,,hudebník a živnostník,Olomouc,51,175,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,44,Suchý Vlastimil  Ing.,Suchý Vlastimil,Vlastimil,Ing.,bezpečnostní technik,Radíkov,47,12,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,54,Tvaróg Petr,Tvaróg Petr,Petr,,IT specialista,Přerov,43,8,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,28,Vitásková Denisa,Vitásková Denisa,Denisa,,studentka medicíny,Lutín,25,77,0.00,NA,NA,BEZPP,SDŽ,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,49,Vondráčková Jitka  Bc.,Vondráčková Jitka,Jitka,Bc.,kontrolorka živnost. úřadu,Olomouc,60,10,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,7,Xinopulosová Julie  JUDr.,Xinopulosová Julie,Julie,JUDr.,advokátka,Olomouc,53,89,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,31,Zatloukal Luděk  Mgr.,Zatloukal Luděk,Luděk,Mgr.,psycholog,Tršice,47,50,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,39,Zendulková Kateřina,Zendulková Kateřina,Kateřina,,fyzioterapeutka,Olomouc,49,25,0.00,NA,NA,BEZPP,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,30,Žáková Daniela,Žáková Daniela,Daniela,,účetní,Olomouc,38,18,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
11,2,52,Žouželková Jana,Žouželková Jana,Jana,,servírka,Stražisko,20,14,0.00,NA,NA,SBB,SBB,http://volby.cz/pls/kz2012/kz111?xjazyk=CZ&xdatum=20121012&xkraj=11&xstrana=2&xv=1&xt=1
