Kraj,Hlasy,Procenta,KandidatkaNazev,KandidatkaCislo,URL
13,64222,20.81,Občanská demokratická strana,26,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=13
14,1978,0.33,OBČANÉ.CZ,1,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,68295,11.69,Věci veřejné,4,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,1170,0.20,Konzervativní strana,5,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,73627,12.61,Komunistická str.Čech a Moravy,6,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,170081,29.13,Česká str.sociálně demokrat.,9,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,1848,0.31,Moravané,12,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,26286,4.50,Strana Práv Občanů ZEMANOVCI,13,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,306,0.05,STOP,14,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,58356,9.99,TOP 09,15,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,28301,4.84,Křesť.demokr.unie-Čs.str.lid.,17,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,2147,0.36,Volte Pr.Blok www.cibulka.net,18,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,11282,1.93,Strana zelených,20,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,23841,4.08,Suverenita-blok J.Bobošíkové,21,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,4263,0.73,Česká pirátská strana,23,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,7586,1.29,Dělnic.str.sociální spravedl.,24,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,2284,0.39,Strana svobodných občanů,25,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
14,102102,17.49,Občanská demokratická strana,26,http://volby.cz/pls/ps2010/ps311?xjazyk=CZ&xkraj=14
